bin_id,timestamp,fill_level,fill_rate_per_hour,hour,day_of_week,last_collection_minutes_ago,time_to_full_hours,is_censored
BIN_1001,2026-07-14T18:00:00Z,55.2,1.6000000000000085,18,1,1080.0,13.0,False
BIN_1001,2026-07-14T18:30:00Z,56.5,2.5999999999999943,18,1,1110.0,12.5,False
BIN_1001,2026-07-14T19:00:00Z,59.1,5.200000000000003,19,1,1140.0,12.0,False
BIN_1001,2026-07-14T19:30:00Z,59.5,0.7999999999999972,19,1,1170.0,11.5,False
BIN_1001,2026-07-14T20:00:00Z,60.3,1.5999999999999943,20,1,1200.0,11.0,False
BIN_1001,2026-07-14T20:30:00Z,61.2,1.8000000000000114,20,1,1230.0,10.5,False
BIN_1001,2026-07-14T21:00:00Z,61.6,0.7999999999999972,21,1,1260.0,10.0,False
BIN_1001,2026-07-14T21:30:00Z,61.8,0.3999999999999915,21,1,1290.0,9.5,False
BIN_1001,2026-07-14T22:00:00Z,64.5,5.400000000000006,22,1,1320.0,9.0,False
BIN_1001,2026-07-14T22:30:00Z,66.7,4.400000000000006,22,1,1350.0,8.5,False
BIN_1001,2026-07-14T23:00:00Z,67.6,1.799999999999983,23,1,1380.0,8.0,False
BIN_1001,2026-07-14T23:30:00Z,69.2,3.200000000000017,23,1,1410.0,7.5,False
BIN_1001,2026-07-15T00:00:00Z,71.2,4.0,0,2,1440.0,7.0,False
BIN_1001,2026-07-15T00:30:00Z,72.4,2.4000000000000057,0,2,1470.0,6.5,False
BIN_1001,2026-07-15T01:00:00Z,74.2,3.5999999999999943,1,2,1500.0,6.0,False
BIN_1001,2026-07-15T01:30:00Z,76.5,4.599999999999994,1,2,1530.0,5.5,False
BIN_1001,2026-07-15T02:00:00Z,77.7,2.4000000000000057,2,2,1560.0,5.0,False
BIN_1001,2026-07-15T02:30:00Z,78.8,2.1999999999999886,2,2,1590.0,4.5,False
BIN_1001,2026-07-15T03:00:00Z,80.2,2.8000000000000114,3,2,1620.0,4.0,False
BIN_1001,2026-07-15T03:30:00Z,81.6,2.799999999999983,3,2,1650.0,3.5,False
BIN_1001,2026-07-15T04:00:00Z,83.0,2.8000000000000114,4,2,1680.0,3.0,False
BIN_1001,2026-07-15T04:30:00Z,84.0,2.0,4,2,1710.0,2.5,False
BIN_1001,2026-07-15T05:00:00Z,85.0,2.0,5,2,1740.0,2.0,False
BIN_1001,2026-07-15T05:30:00Z,86.8,3.5999999999999943,5,2,1770.0,1.5,False
BIN_1001,2026-07-15T06:00:00Z,88.1,2.5999999999999943,6,2,1800.0,1.0,False
BIN_1001,2026-07-15T06:30:00Z,88.6,1.0,6,2,1830.0,0.5,False
BIN_1001,2026-07-15T07:00:00Z,90.9,4.600000000000023,7,2,1860.0,0.0,False
BIN_1001,2026-07-15T07:30:00Z,91.3,0.799999999999983,7,2,1890.0,0.0,False
BIN_1001,2026-07-15T08:00:00Z,91.9,1.200000000000017,8,2,1920.0,0.0,False
BIN_1001,2026-07-15T08:30:00Z,93.8,3.799999999999983,8,2,1950.0,0.0,False
BIN_1001,2026-07-15T09:00:00Z,95.9,4.200000000000017,9,2,1980.0,0.0,False
BIN_1001,2026-07-15T09:30:00Z,97.0,2.1999999999999886,9,2,2010.0,0.0,False
BIN_1001,2026-07-15T10:00:00Z,98.0,2.0,10,2,2040.0,0.0,False
BIN_1001,2026-07-15T10:30:00Z,98.7,1.4000000000000057,10,2,2070.0,0.0,False
BIN_1001,2026-07-15T11:00:00Z,100.0,2.5999999999999943,11,2,2100.0,0.0,False
BIN_1001,2026-07-15T11:30:00Z,100.0,0.0,11,2,2130.0,0.0,False
BIN_1001,2026-07-15T12:00:00Z,100.0,0.0,12,2,2160.0,0.0,False
BIN_1001,2026-07-15T12:30:00Z,100.0,0.0,12,2,2190.0,0.0,False
BIN_1001,2026-07-15T13:00:00Z,100.0,0.0,13,2,2220.0,0.0,False
BIN_1001,2026-07-15T13:30:00Z,100.0,0.0,13,2,2250.0,0.0,False
BIN_1001,2026-07-15T14:00:00Z,100.0,0.0,14,2,2280.0,0.0,False
BIN_1001,2026-07-15T14:30:00Z,100.0,0.0,14,2,2310.0,0.0,False
BIN_1001,2026-07-15T15:00:00Z,100.0,0.0,15,2,2340.0,0.0,False
BIN_1001,2026-07-15T15:30:00Z,100.0,0.0,15,2,2370.0,0.0,False
BIN_1001,2026-07-15T16:00:00Z,100.0,0.0,16,2,2400.0,0.0,False
BIN_1001,2026-07-15T16:30:00Z,100.0,0.0,16,2,2430.0,0.0,False
BIN_1001,2026-07-15T17:00:00Z,100.0,0.0,17,2,2460.0,0.0,False
BIN_1001,2026-07-15T17:30:00Z,100.0,0.0,17,2,2490.0,0.0,False
BIN_1001,2026-07-15T18:00:00Z,100.0,0.0,18,2,2520.0,0.0,False
BIN_1001,2026-07-15T18:30:00Z,100.0,0.0,18,2,2550.0,0.0,False
BIN_1001,2026-07-15T19:00:00Z,100.0,0.0,19,2,2580.0,0.0,False
BIN_1001,2026-07-15T19:30:00Z,100.0,0.0,19,2,2610.0,0.0,False
BIN_1001,2026-07-15T20:00:00Z,100.0,0.0,20,2,2640.0,0.0,False
BIN_1001,2026-07-15T20:30:00Z,100.0,0.0,20,2,2670.0,0.0,False
BIN_1001,2026-07-15T21:00:00Z,100.0,0.0,21,2,2700.0,0.0,False
BIN_1001,2026-07-15T21:30:00Z,100.0,0.0,21,2,2730.0,0.0,False
BIN_1001,2026-07-15T22:00:00Z,100.0,0.0,22,2,2760.0,0.0,False
BIN_1001,2026-07-15T22:30:00Z,100.0,0.0,22,2,2790.0,0.0,False
BIN_1001,2026-07-15T23:00:00Z,99.7,-0.5999999999999943,23,2,2820.0,0.0,False
BIN_1001,2026-07-15T23:30:00Z,100.0,0.5999999999999943,23,2,2850.0,0.0,False
BIN_1001,2026-07-16T00:00:00Z,100.0,0.0,0,3,2880.0,0.0,False
BIN_1001,2026-07-16T00:30:00Z,100.0,0.0,0,3,2910.0,0.0,False
BIN_1001,2026-07-16T01:00:00Z,100.0,0.0,1,3,2940.0,0.0,False
BIN_1001,2026-07-16T01:30:00Z,100.0,0.0,1,3,2970.0,0.0,False
BIN_1001,2026-07-16T02:00:00Z,100.0,0.0,2,3,3000.0,0.0,False
BIN_1001,2026-07-16T02:30:00Z,100.0,0.0,2,3,3030.0,0.0,False
BIN_1001,2026-07-16T03:00:00Z,100.0,0.0,3,3,3060.0,0.0,False
BIN_1001,2026-07-16T03:30:00Z,100.0,0.0,3,3,3090.0,0.0,False
BIN_1001,2026-07-16T04:00:00Z,100.0,0.0,4,3,3120.0,0.0,False
BIN_1001,2026-07-16T04:30:00Z,100.0,0.0,4,3,3150.0,0.0,False
BIN_1001,2026-07-16T05:00:00Z,100.0,0.0,5,3,3180.0,0.0,False
BIN_1001,2026-07-16T05:30:00Z,100.0,0.0,5,3,3210.0,0.0,False
BIN_1001,2026-07-16T06:00:00Z,100.0,0.0,6,3,3240.0,0.0,False
BIN_1001,2026-07-16T06:30:00Z,100.0,0.0,6,3,3270.0,0.0,False
BIN_1001,2026-07-16T07:00:00Z,100.0,0.0,7,3,3300.0,0.0,False
BIN_1001,2026-07-16T07:30:00Z,100.0,0.0,7,3,3330.0,0.0,False
BIN_1001,2026-07-16T08:00:00Z,100.0,0.0,8,3,3360.0,0.0,False
BIN_1001,2026-07-16T08:30:00Z,100.0,0.0,8,3,3390.0,0.0,False
BIN_1001,2026-07-16T09:00:00Z,100.0,0.0,9,3,3420.0,0.0,False
BIN_1001,2026-07-16T09:30:00Z,100.0,0.0,9,3,3450.0,0.0,False
BIN_1001,2026-07-16T10:00:00Z,100.0,0.0,10,3,3480.0,0.0,False
BIN_1001,2026-07-16T10:30:00Z,100.0,0.0,10,3,3510.0,0.0,False
BIN_1001,2026-07-16T11:00:00Z,100.0,0.0,11,3,3540.0,0.0,False
BIN_1001,2026-07-16T11:30:00Z,100.0,0.0,11,3,3570.0,0.0,False
BIN_1001,2026-07-16T12:00:00Z,100.0,0.0,12,3,3600.0,0.0,False
BIN_1001,2026-07-16T12:30:00Z,100.0,0.0,12,3,3630.0,0.0,False
BIN_1001,2026-07-16T13:00:00Z,100.0,0.0,13,3,3660.0,0.0,False
BIN_1001,2026-07-16T13:30:00Z,100.0,0.0,13,3,3690.0,0.0,False
BIN_1001,2026-07-16T14:00:00Z,100.0,0.0,14,3,3720.0,0.0,False
BIN_1001,2026-07-16T14:30:00Z,100.0,0.0,14,3,3750.0,0.0,False
BIN_1001,2026-07-16T15:00:00Z,100.0,0.0,15,3,3780.0,0.0,False
BIN_1001,2026-07-16T15:30:00Z,100.0,0.0,15,3,3810.0,0.0,False
BIN_1001,2026-07-16T16:00:00Z,100.0,0.0,16,3,3840.0,0.0,False
BIN_1001,2026-07-16T16:30:00Z,100.0,0.0,16,3,3870.0,0.0,False
BIN_1001,2026-07-16T17:00:00Z,100.0,0.0,17,3,3900.0,0.0,False
BIN_1001,2026-07-16T17:30:00Z,100.0,0.0,17,3,3930.0,0.0,False
BIN_1001,2026-07-16T18:00:00Z,100.0,0.0,18,3,3960.0,0.0,False
BIN_1001,2026-07-16T18:30:00Z,100.0,0.0,18,3,3990.0,0.0,False
BIN_1001,2026-07-16T19:00:00Z,100.0,0.0,19,3,4020.0,0.0,False
BIN_1001,2026-07-16T19:30:00Z,100.0,0.0,19,3,4050.0,0.0,False
BIN_1001,2026-07-16T20:00:00Z,100.0,0.0,20,3,4080.0,0.0,False
BIN_1001,2026-07-16T20:30:00Z,100.0,0.0,20,3,4110.0,0.0,False
BIN_1001,2026-07-16T21:00:00Z,100.0,0.0,21,3,4140.0,0.0,False
BIN_1001,2026-07-16T21:30:00Z,100.0,0.0,21,3,4170.0,0.0,False
BIN_1001,2026-07-16T22:00:00Z,100.0,0.0,22,3,4200.0,0.0,False
BIN_1001,2026-07-16T22:30:00Z,100.0,0.0,22,3,4230.0,0.0,False
BIN_1001,2026-07-16T23:00:00Z,100.0,0.0,23,3,4260.0,0.0,False
BIN_1001,2026-07-16T23:30:00Z,100.0,0.0,23,3,4290.0,0.0,False
BIN_1001,2026-07-17T00:00:00Z,100.0,0.0,0,4,4320.0,0.0,False
BIN_1001,2026-07-17T00:30:00Z,100.0,0.0,0,4,4350.0,0.0,False
BIN_1001,2026-07-17T01:00:00Z,100.0,0.0,1,4,4380.0,0.0,False
BIN_1001,2026-07-17T01:30:00Z,100.0,0.0,1,4,4410.0,0.0,False
BIN_1001,2026-07-17T02:00:00Z,100.0,0.0,2,4,4440.0,0.0,False
BIN_1001,2026-07-17T02:30:00Z,100.0,0.0,2,4,4470.0,0.0,False
BIN_1001,2026-07-17T03:00:00Z,100.0,0.0,3,4,4500.0,0.0,False
BIN_1001,2026-07-17T03:30:00Z,100.0,0.0,3,4,4530.0,0.0,False
BIN_1001,2026-07-17T04:00:00Z,100.0,0.0,4,4,4560.0,0.0,False
BIN_1001,2026-07-17T04:30:00Z,100.0,0.0,4,4,4590.0,0.0,False
BIN_1001,2026-07-17T05:00:00Z,100.0,0.0,5,4,4620.0,0.0,False
BIN_1001,2026-07-17T05:30:00Z,100.0,0.0,5,4,4650.0,0.0,False
BIN_1001,2026-07-17T06:00:00Z,100.0,0.0,6,4,4680.0,0.0,False
BIN_1001,2026-07-17T06:30:00Z,100.0,0.0,6,4,4710.0,0.0,False
BIN_1001,2026-07-17T07:00:00Z,100.0,0.0,7,4,4740.0,0.0,False
BIN_1001,2026-07-17T07:30:00Z,100.0,0.0,7,4,4770.0,0.0,False
BIN_1001,2026-07-17T08:00:00Z,100.0,0.0,8,4,4800.0,0.0,False
BIN_1001,2026-07-17T08:30:00Z,100.0,0.0,8,4,4830.0,0.0,False
BIN_1001,2026-07-17T09:00:00Z,100.0,0.0,9,4,4860.0,0.0,False
BIN_1001,2026-07-17T09:30:00Z,100.0,0.0,9,4,4890.0,0.0,False
BIN_1001,2026-07-17T10:00:00Z,100.0,0.0,10,4,4920.0,0.0,False
BIN_1001,2026-07-17T10:30:00Z,100.0,0.0,10,4,4950.0,0.0,False
BIN_1001,2026-07-17T11:00:00Z,100.0,0.0,11,4,4980.0,0.0,False
BIN_1001,2026-07-17T11:30:00Z,100.0,0.0,11,4,5010.0,0.0,False
BIN_1001,2026-07-17T12:00:00Z,100.0,0.0,12,4,5040.0,0.0,False
BIN_1001,2026-07-17T12:30:00Z,100.0,0.0,12,4,5070.0,0.0,False
BIN_1001,2026-07-17T13:00:00Z,100.0,0.0,13,4,5100.0,0.0,False
BIN_1001,2026-07-17T13:30:00Z,100.0,0.0,13,4,5130.0,0.0,False
BIN_1001,2026-07-17T14:00:00Z,100.0,0.0,14,4,5160.0,0.0,False
BIN_1001,2026-07-17T14:30:00Z,100.0,0.0,14,4,5190.0,0.0,False
BIN_1001,2026-07-17T15:00:00Z,100.0,0.0,15,4,5220.0,0.0,False
BIN_1001,2026-07-17T15:30:00Z,100.0,0.0,15,4,5250.0,0.0,False
BIN_1001,2026-07-17T16:00:00Z,100.0,0.0,16,4,5280.0,0.0,False
BIN_1001,2026-07-17T16:30:00Z,100.0,0.0,16,4,5310.0,0.0,False
BIN_1001,2026-07-17T17:00:00Z,100.0,0.0,17,4,5340.0,0.0,False
BIN_1001,2026-07-17T17:30:00Z,100.0,0.0,17,4,5370.0,0.0,False
BIN_1001,2026-07-17T18:00:00Z,100.0,0.0,18,4,5400.0,0.0,False
BIN_1001,2026-07-17T18:30:00Z,100.0,0.0,18,4,5430.0,0.0,False
BIN_1001,2026-07-17T19:00:00Z,100.0,0.0,19,4,5460.0,0.0,False
BIN_1001,2026-07-17T19:30:00Z,100.0,0.0,19,4,5490.0,0.0,False
BIN_1001,2026-07-17T20:00:00Z,100.0,0.0,20,4,5520.0,0.0,False
BIN_1001,2026-07-17T20:30:00Z,100.0,0.0,20,4,5550.0,0.0,False
BIN_1001,2026-07-17T21:00:00Z,100.0,0.0,21,4,5580.0,0.0,False
BIN_1001,2026-07-17T21:30:00Z,100.0,0.0,21,4,5610.0,0.0,False
BIN_1001,2026-07-17T22:00:00Z,100.0,0.0,22,4,5640.0,0.0,False
BIN_1001,2026-07-17T22:30:00Z,100.0,0.0,22,4,5670.0,0.0,False
BIN_1001,2026-07-17T23:00:00Z,100.0,0.0,23,4,5700.0,0.0,False
BIN_1001,2026-07-17T23:30:00Z,100.0,0.0,23,4,5730.0,0.0,False
BIN_1001,2026-07-18T00:00:00Z,100.0,0.0,0,5,5760.0,0.0,False
BIN_1001,2026-07-18T00:30:00Z,100.0,0.0,0,5,5790.0,0.0,False
BIN_1001,2026-07-18T01:00:00Z,100.0,0.0,1,5,5820.0,0.0,False
BIN_1001,2026-07-18T01:30:00Z,100.0,0.0,1,5,5850.0,0.0,False
BIN_1001,2026-07-18T02:00:00Z,100.0,0.0,2,5,5880.0,0.0,False
BIN_1001,2026-07-18T02:30:00Z,100.0,0.0,2,5,5910.0,0.0,False
BIN_1001,2026-07-18T03:00:00Z,100.0,0.0,3,5,5940.0,0.0,False
BIN_1001,2026-07-18T03:30:00Z,100.0,0.0,3,5,5970.0,0.0,False
BIN_1001,2026-07-18T04:00:00Z,100.0,0.0,4,5,6000.0,0.0,False
BIN_1001,2026-07-18T04:30:00Z,100.0,0.0,4,5,6030.0,0.0,False
BIN_1001,2026-07-18T05:00:00Z,100.0,0.0,5,5,6060.0,0.0,False
BIN_1001,2026-07-18T05:30:00Z,100.0,0.0,5,5,6090.0,0.0,False
BIN_1001,2026-07-18T06:00:00Z,100.0,0.0,6,5,6120.0,0.0,False
BIN_1001,2026-07-18T06:30:00Z,100.0,0.0,6,5,6150.0,0.0,False
BIN_1001,2026-07-18T07:00:00Z,100.0,0.0,7,5,6180.0,0.0,False
BIN_1001,2026-07-18T07:30:00Z,100.0,0.0,7,5,6210.0,0.0,False
BIN_1001,2026-07-18T08:00:00Z,100.0,0.0,8,5,6240.0,0.0,False
BIN_1001,2026-07-18T08:30:00Z,100.0,0.0,8,5,6270.0,0.0,False
BIN_1001,2026-07-18T09:00:00Z,100.0,0.0,9,5,6300.0,0.0,False
BIN_1001,2026-07-18T09:30:00Z,100.0,0.0,9,5,6330.0,0.0,False
BIN_1001,2026-07-18T10:00:00Z,100.0,0.0,10,5,6360.0,0.0,False
BIN_1001,2026-07-18T10:30:00Z,100.0,0.0,10,5,6390.0,0.0,False
BIN_1001,2026-07-18T11:00:00Z,100.0,0.0,11,5,6420.0,0.0,False
BIN_1001,2026-07-18T11:30:00Z,100.0,0.0,11,5,6450.0,0.0,False
BIN_1001,2026-07-18T12:00:00Z,100.0,0.0,12,5,6480.0,0.0,False
BIN_1001,2026-07-18T12:30:00Z,100.0,0.0,12,5,6510.0,0.0,False
BIN_1001,2026-07-18T13:00:00Z,100.0,0.0,13,5,6540.0,0.0,False
BIN_1001,2026-07-18T13:30:00Z,100.0,0.0,13,5,6570.0,0.0,False
BIN_1001,2026-07-18T14:00:00Z,100.0,0.0,14,5,6600.0,0.0,False
BIN_1001,2026-07-18T14:30:00Z,100.0,0.0,14,5,6630.0,0.0,False
BIN_1001,2026-07-18T15:00:00Z,100.0,0.0,15,5,6660.0,0.0,False
BIN_1001,2026-07-18T15:30:00Z,100.0,0.0,15,5,6690.0,0.0,False
BIN_1001,2026-07-18T16:00:00Z,100.0,0.0,16,5,6720.0,0.0,False
BIN_1001,2026-07-18T16:30:00Z,100.0,0.0,16,5,6750.0,0.0,False
BIN_1001,2026-07-18T17:00:00Z,100.0,0.0,17,5,6780.0,0.0,False
BIN_1001,2026-07-18T17:30:00Z,100.0,0.0,17,5,6810.0,0.0,False
BIN_1001,2026-07-18T18:00:00Z,100.0,0.0,18,5,6840.0,0.0,False
BIN_1001,2026-07-18T18:30:00Z,100.0,0.0,18,5,6870.0,0.0,False
BIN_1001,2026-07-18T19:00:00Z,100.0,0.0,19,5,6900.0,0.0,False
BIN_1001,2026-07-18T19:30:00Z,100.0,0.0,19,5,6930.0,0.0,False
BIN_1001,2026-07-18T20:00:00Z,100.0,0.0,20,5,6960.0,0.0,False
BIN_1001,2026-07-18T20:30:00Z,100.0,0.0,20,5,6990.0,0.0,False
BIN_1001,2026-07-18T21:00:00Z,100.0,0.0,21,5,7020.0,0.0,False
BIN_1001,2026-07-18T21:30:00Z,100.0,0.0,21,5,7050.0,0.0,False
BIN_1001,2026-07-18T22:00:00Z,100.0,0.0,22,5,7080.0,0.0,False
BIN_1001,2026-07-18T22:30:00Z,100.0,0.0,22,5,7110.0,0.0,False
BIN_1001,2026-07-18T23:00:00Z,100.0,0.0,23,5,7140.0,0.0,False
BIN_1001,2026-07-18T23:30:00Z,100.0,0.0,23,5,7170.0,0.0,False
BIN_1001,2026-07-19T00:00:00Z,100.0,0.0,0,6,7200.0,0.0,False
BIN_1001,2026-07-19T00:30:00Z,100.0,0.0,0,6,7230.0,0.0,False
BIN_1001,2026-07-19T01:00:00Z,100.0,0.0,1,6,7260.0,0.0,False
BIN_1001,2026-07-19T01:30:00Z,100.0,0.0,1,6,7290.0,0.0,False
BIN_1001,2026-07-19T02:00:00Z,100.0,0.0,2,6,7320.0,0.0,False
BIN_1001,2026-07-19T02:30:00Z,100.0,0.0,2,6,7350.0,0.0,False
BIN_1001,2026-07-19T03:00:00Z,100.0,0.0,3,6,7380.0,0.0,False
BIN_1001,2026-07-19T03:30:00Z,100.0,0.0,3,6,7410.0,0.0,False
BIN_1001,2026-07-19T04:00:00Z,100.0,0.0,4,6,7440.0,0.0,False
BIN_1001,2026-07-19T04:30:00Z,100.0,0.0,4,6,7470.0,0.0,False
BIN_1001,2026-07-19T05:00:00Z,100.0,0.0,5,6,7500.0,0.0,False
BIN_1001,2026-07-19T05:30:00Z,100.0,0.0,5,6,7530.0,0.0,False
BIN_1001,2026-07-19T06:00:00Z,100.0,0.0,6,6,7560.0,0.0,False
BIN_1001,2026-07-19T06:30:00Z,100.0,0.0,6,6,7590.0,0.0,False
BIN_1001,2026-07-19T07:00:00Z,100.0,0.0,7,6,7620.0,0.0,False
BIN_1001,2026-07-19T07:30:00Z,100.0,0.0,7,6,7650.0,0.0,False
BIN_1001,2026-07-19T08:00:00Z,100.0,0.0,8,6,7680.0,0.0,False
BIN_1001,2026-07-19T08:30:00Z,100.0,0.0,8,6,7710.0,0.0,False
BIN_1001,2026-07-19T09:00:00Z,100.0,0.0,9,6,7740.0,0.0,False
BIN_1001,2026-07-19T09:30:00Z,100.0,0.0,9,6,7770.0,0.0,False
BIN_1001,2026-07-19T10:00:00Z,100.0,0.0,10,6,7800.0,0.0,False
BIN_1001,2026-07-19T10:30:00Z,100.0,0.0,10,6,7830.0,0.0,False
BIN_1001,2026-07-19T11:00:00Z,100.0,0.0,11,6,7860.0,0.0,False
BIN_1001,2026-07-19T11:30:00Z,100.0,0.0,11,6,7890.0,0.0,False
BIN_1001,2026-07-19T12:00:00Z,100.0,0.0,12,6,7920.0,0.0,False
BIN_1001,2026-07-19T12:30:00Z,100.0,0.0,12,6,7950.0,0.0,False
BIN_1001,2026-07-19T13:00:00Z,100.0,0.0,13,6,7980.0,0.0,False
BIN_1001,2026-07-19T13:30:00Z,100.0,0.0,13,6,8010.0,0.0,False
BIN_1001,2026-07-19T14:00:00Z,100.0,0.0,14,6,8040.0,0.0,False
BIN_1001,2026-07-19T14:30:00Z,100.0,0.0,14,6,8070.0,0.0,False
BIN_1001,2026-07-19T15:00:00Z,100.0,0.0,15,6,8100.0,0.0,False
BIN_1001,2026-07-19T15:30:00Z,100.0,0.0,15,6,8130.0,0.0,False
BIN_1001,2026-07-19T16:00:00Z,100.0,0.0,16,6,8160.0,0.0,False
BIN_1001,2026-07-19T16:30:00Z,100.0,0.0,16,6,8190.0,0.0,False
BIN_1001,2026-07-19T17:00:00Z,100.0,0.0,17,6,8220.0,0.0,False
BIN_1001,2026-07-19T17:30:00Z,100.0,0.0,17,6,8250.0,0.0,False
BIN_1001,2026-07-19T18:00:00Z,100.0,0.0,18,6,8280.0,0.0,False
BIN_1001,2026-07-19T18:30:00Z,100.0,0.0,18,6,8310.0,0.0,False
BIN_1001,2026-07-19T19:00:00Z,100.0,0.0,19,6,8340.0,0.0,False
BIN_1001,2026-07-19T19:30:00Z,100.0,0.0,19,6,8370.0,0.0,False
BIN_1001,2026-07-19T20:00:00Z,100.0,0.0,20,6,8400.0,0.0,False
BIN_1001,2026-07-19T20:30:00Z,100.0,0.0,20,6,8430.0,0.0,False
BIN_1001,2026-07-19T21:00:00Z,100.0,0.0,21,6,8460.0,0.0,False
BIN_1001,2026-07-19T21:30:00Z,100.0,0.0,21,6,8490.0,0.0,False
BIN_1001,2026-07-19T22:00:00Z,100.0,0.0,22,6,8520.0,0.0,False
BIN_1001,2026-07-19T22:30:00Z,100.0,0.0,22,6,8550.0,0.0,False
BIN_1001,2026-07-19T23:00:00Z,100.0,0.0,23,6,8580.0,0.0,False
BIN_1001,2026-07-19T23:30:00Z,100.0,0.0,23,6,8610.0,0.0,False
BIN_1001,2026-07-20T00:00:00Z,100.0,0.0,0,0,8640.0,0.0,False
BIN_1001,2026-07-20T00:30:00Z,100.0,0.0,0,0,8670.0,0.0,False
BIN_1001,2026-07-20T01:00:00Z,100.0,0.0,1,0,8700.0,0.0,False
BIN_1001,2026-07-20T01:30:00Z,100.0,0.0,1,0,8730.0,0.0,False
BIN_1001,2026-07-20T02:00:00Z,100.0,0.0,2,0,8760.0,0.0,False
BIN_1001,2026-07-20T02:30:00Z,100.0,0.0,2,0,8790.0,0.0,False
BIN_1001,2026-07-20T03:00:00Z,100.0,0.0,3,0,8820.0,0.0,False
BIN_1001,2026-07-20T03:30:00Z,100.0,0.0,3,0,8850.0,0.0,False
BIN_1001,2026-07-20T04:00:00Z,100.0,0.0,4,0,8880.0,0.0,False
BIN_1001,2026-07-20T04:30:00Z,100.0,0.0,4,0,8910.0,0.0,False
BIN_1001,2026-07-20T05:00:00Z,100.0,0.0,5,0,8940.0,0.0,False
BIN_1001,2026-07-20T05:30:00Z,100.0,0.0,5,0,8970.0,0.0,False
BIN_1001,2026-07-20T06:00:00Z,100.0,0.0,6,0,9000.0,0.0,False
BIN_1001,2026-07-20T06:30:00Z,100.0,0.0,6,0,9030.0,0.0,False
