bin_id,timestamp,fill_level,fill_rate_per_hour,hour,day_of_week,last_collection_minutes_ago,time_to_full_hours
BIN_1001,2026-07-15T01:30:00Z,82.3,1.5999999999999943,1,2,1530.0,3.5
BIN_1001,2026-07-15T02:00:00Z,84.4,4.200000000000017,2,2,1560.0,3.0
BIN_1001,2026-07-15T02:30:00Z,86.0,3.1999999999999886,2,2,1590.0,2.5
BIN_1001,2026-07-15T03:00:00Z,86.6,1.1999999999999886,3,2,1620.0,2.0
BIN_1001,2026-07-15T03:30:00Z,87.4,1.6000000000000227,3,2,1650.0,1.5
BIN_1001,2026-07-15T04:00:00Z,89.4,4.0,4,2,1680.0,1.0
BIN_1001,2026-07-15T04:30:00Z,89.5,0.19999999999998863,4,2,1710.0,0.5
BIN_1001,2026-07-15T05:00:00Z,91.3,3.5999999999999943,5,2,1740.0,0.0
BIN_1001,2026-07-15T05:30:00Z,92.3,2.0,5,2,1770.0,0.0
BIN_1001,2026-07-15T06:00:00Z,94.4,4.200000000000017,6,2,1800.0,0.0
BIN_1001,2026-07-15T06:30:00Z,95.1,1.3999999999999773,6,2,1830.0,0.0
BIN_1001,2026-07-15T07:00:00Z,96.6,3.0,7,2,1860.0,0.0
BIN_1001,2026-07-15T07:30:00Z,97.4,1.6000000000000227,7,2,1890.0,0.0
BIN_1001,2026-07-15T08:00:00Z,98.5,2.1999999999999886,8,2,1920.0,0.0
BIN_1001,2026-07-15T08:30:00Z,99.3,1.5999999999999943,8,2,1950.0,0.0
BIN_1001,2026-07-15T09:00:00Z,100.0,1.4000000000000057,9,2,1980.0,0.0
BIN_1001,2026-07-15T09:30:00Z,100.0,0.0,9,2,2010.0,0.0
BIN_1001,2026-07-15T10:00:00Z,100.0,0.0,10,2,2040.0,0.0
BIN_1001,2026-07-15T10:30:00Z,100.0,0.0,10,2,2070.0,0.0
BIN_1001,2026-07-15T11:00:00Z,100.0,0.0,11,2,2100.0,0.0
BIN_1001,2026-07-15T11:30:00Z,100.0,0.0,11,2,2130.0,0.0
BIN_1001,2026-07-15T12:00:00Z,100.0,0.0,12,2,2160.0,0.0
BIN_1001,2026-07-15T12:30:00Z,100.0,0.0,12,2,2190.0,0.0
BIN_1001,2026-07-15T13:00:00Z,100.0,0.0,13,2,2220.0,0.0
BIN_1001,2026-07-15T13:30:00Z,100.0,0.0,13,2,2250.0,0.0
BIN_1001,2026-07-15T14:00:00Z,100.0,0.0,14,2,2280.0,0.0
BIN_1001,2026-07-15T14:30:00Z,99.2,-1.5999999999999943,14,2,2310.0,0.0
BIN_1001,2026-07-15T15:00:00Z,100.0,1.5999999999999943,15,2,2340.0,0.0
BIN_1001,2026-07-15T15:30:00Z,100.0,0.0,15,2,2370.0,0.0
BIN_1001,2026-07-15T16:00:00Z,100.0,0.0,16,2,2400.0,0.0
BIN_1001,2026-07-15T16:30:00Z,7.8,-184.4,16,2,0.0,51.0
BIN_1001,2026-07-15T17:00:00Z,9.6,3.5999999999999996,17,2,30.0,50.5
BIN_1001,2026-07-15T17:30:00Z,11.1,3.0,17,2,60.0,50.0
BIN_1001,2026-07-15T18:00:00Z,12.1,2.0,18,2,90.0,49.5
BIN_1001,2026-07-15T18:30:00Z,14.0,3.8000000000000007,18,2,120.0,49.0
BIN_1001,2026-07-15T19:00:00Z,15.5,3.0,19,2,150.0,48.5
BIN_1001,2026-07-15T19:30:00Z,16.8,2.6000000000000014,19,2,180.0,48.0
BIN_1001,2026-07-15T20:00:00Z,18.3,3.0,20,2,210.0,47.5
BIN_1001,2026-07-15T20:30:00Z,18.3,0.0,20,2,240.0,47.0
BIN_1001,2026-07-15T21:00:00Z,20.5,4.399999999999999,21,2,270.0,46.5
BIN_1001,2026-07-15T21:30:00Z,21.3,1.6000000000000014,21,2,300.0,46.0
BIN_1001,2026-07-15T22:00:00Z,22.8,3.0,22,2,330.0,45.5
BIN_1001,2026-07-15T22:30:00Z,24.4,3.1999999999999957,22,2,360.0,45.0
BIN_1001,2026-07-15T23:00:00Z,25.5,2.200000000000003,23,2,390.0,44.5
BIN_1001,2026-07-15T23:30:00Z,25.5,0.0,23,2,420.0,44.0
BIN_1001,2026-07-16T00:00:00Z,26.5,2.0,0,3,450.0,43.5
BIN_1001,2026-07-16T00:30:00Z,27.7,2.3999999999999986,0,3,480.0,43.0
BIN_1001,2026-07-16T01:00:00Z,28.3,1.2000000000000028,1,3,510.0,42.5
BIN_1001,2026-07-16T01:30:00Z,29.6,2.6000000000000014,1,3,540.0,42.0
BIN_1001,2026-07-16T02:00:00Z,31.3,3.3999999999999986,2,3,570.0,41.5
BIN_1001,2026-07-16T02:30:00Z,32.7,2.8000000000000043,2,3,600.0,41.0
BIN_1001,2026-07-16T03:00:00Z,34.2,3.0,3,3,630.0,40.5
BIN_1001,2026-07-16T03:30:00Z,35.2,2.0,3,3,660.0,40.0
BIN_1001,2026-07-16T04:00:00Z,36.7,3.0,4,3,690.0,39.5
BIN_1001,2026-07-16T04:30:00Z,38.6,3.799999999999997,4,3,720.0,39.0
BIN_1001,2026-07-16T05:00:00Z,38.9,0.5999999999999943,5,3,750.0,38.5
BIN_1001,2026-07-16T05:30:00Z,38.9,0.0,5,3,780.0,38.0
BIN_1001,2026-07-16T06:00:00Z,41.7,5.6000000000000085,6,3,810.0,37.5
BIN_1001,2026-07-16T06:30:00Z,44.2,5.0,6,3,840.0,37.0
BIN_1001,2026-07-16T07:00:00Z,44.5,0.5999999999999943,7,3,870.0,36.5
BIN_1001,2026-07-16T07:30:00Z,44.9,0.7999999999999972,7,3,900.0,36.0
BIN_1001,2026-07-16T08:00:00Z,46.5,3.200000000000003,8,3,930.0,35.5
BIN_1001,2026-07-16T08:30:00Z,47.3,1.5999999999999943,8,3,960.0,35.0
BIN_1001,2026-07-16T09:00:00Z,49.1,3.6000000000000085,9,3,990.0,34.5
BIN_1001,2026-07-16T09:30:00Z,5.8,-86.60000000000001,9,3,0.0,34.0
BIN_1001,2026-07-16T10:00:00Z,7.2,2.8000000000000007,10,3,30.0,33.5
BIN_1001,2026-07-16T10:30:00Z,8.2,1.9999999999999982,10,3,60.0,33.0
BIN_1001,2026-07-16T11:00:00Z,8.9,1.4000000000000021,11,3,90.0,32.5
BIN_1001,2026-07-16T11:30:00Z,11.3,4.800000000000001,11,3,120.0,32.0
BIN_1001,2026-07-16T12:00:00Z,12.5,2.3999999999999986,12,3,150.0,31.5
BIN_1001,2026-07-16T12:30:00Z,14.3,3.6000000000000014,12,3,180.0,31.0
BIN_1001,2026-07-16T13:00:00Z,16.8,5.0,13,3,210.0,30.5
BIN_1001,2026-07-16T13:30:00Z,18.4,3.1999999999999957,13,3,240.0,30.0
BIN_1001,2026-07-16T14:00:00Z,19.6,2.4000000000000057,14,3,270.0,29.5
BIN_1001,2026-07-16T14:30:00Z,20.7,2.1999999999999957,14,3,300.0,29.0
BIN_1001,2026-07-16T15:00:00Z,21.7,2.0,15,3,330.0,28.5
BIN_1001,2026-07-16T15:30:00Z,23.3,3.200000000000003,15,3,360.0,28.0
BIN_1001,2026-07-16T16:00:00Z,24.9,3.1999999999999957,16,3,390.0,27.5
BIN_1001,2026-07-16T16:30:00Z,25.9,2.0,16,3,420.0,27.0
BIN_1001,2026-07-16T17:00:00Z,27.6,3.4000000000000057,17,3,450.0,26.5
BIN_1001,2026-07-16T17:30:00Z,29.8,4.399999999999999,17,3,480.0,26.0
BIN_1001,2026-07-16T18:00:00Z,31.4,3.1999999999999957,18,3,510.0,25.5
BIN_1001,2026-07-16T18:30:00Z,31.3,-0.19999999999999574,18,3,540.0,25.0
BIN_1001,2026-07-16T19:00:00Z,31.8,1.0,19,3,570.0,24.5
BIN_1001,2026-07-16T19:30:00Z,31.7,-0.20000000000000284,19,3,600.0,24.0
BIN_1001,2026-07-16T20:00:00Z,33.5,3.6000000000000014,20,3,630.0,23.5
BIN_1001,2026-07-16T20:30:00Z,34.7,2.4000000000000057,20,3,660.0,23.0
BIN_1001,2026-07-16T21:00:00Z,36.5,3.5999999999999943,21,3,690.0,22.5
BIN_1001,2026-07-16T21:30:00Z,37.5,2.0,21,3,720.0,22.0
BIN_1001,2026-07-16T22:00:00Z,39.7,4.400000000000006,22,3,750.0,21.5
BIN_1001,2026-07-16T22:30:00Z,39.6,-0.20000000000000284,22,3,780.0,21.0
BIN_1001,2026-07-16T23:00:00Z,40.9,2.5999999999999943,23,3,810.0,20.5
BIN_1001,2026-07-16T23:30:00Z,40.6,-0.5999999999999943,23,3,840.0,20.0
BIN_1001,2026-07-17T00:00:00Z,41.9,2.5999999999999943,0,4,870.0,19.5
BIN_1001,2026-07-17T00:30:00Z,43.6,3.4000000000000057,0,4,900.0,19.0
BIN_1001,2026-07-17T01:00:00Z,44.8,2.3999999999999915,1,4,930.0,18.5
BIN_1001,2026-07-17T01:30:00Z,45.0,0.4000000000000057,1,4,960.0,18.0
BIN_1001,2026-07-17T02:00:00Z,46.1,2.200000000000003,2,4,990.0,17.5
BIN_1001,2026-07-17T02:30:00Z,46.8,1.3999999999999915,2,4,1020.0,17.0
BIN_1001,2026-07-17T03:00:00Z,48.8,4.0,3,4,1050.0,16.5
BIN_1001,2026-07-17T03:30:00Z,49.7,1.8000000000000114,3,4,1080.0,16.0
BIN_1001,2026-07-17T04:00:00Z,50.6,1.7999999999999972,4,4,1110.0,15.5
BIN_1001,2026-07-17T04:30:00Z,52.2,3.200000000000003,4,4,1140.0,15.0
BIN_1001,2026-07-17T05:00:00Z,53.0,1.5999999999999943,5,4,1170.0,14.5
BIN_1001,2026-07-17T05:30:00Z,53.7,1.4000000000000057,5,4,1200.0,14.0
BIN_1001,2026-07-17T06:00:00Z,54.0,0.5999999999999943,6,4,1230.0,13.5
BIN_1001,2026-07-17T06:30:00Z,55.0,2.0,6,4,1260.0,13.0
BIN_1001,2026-07-17T07:00:00Z,56.5,3.0,7,4,1290.0,12.5
BIN_1001,2026-07-17T07:30:00Z,57.3,1.5999999999999943,7,4,1320.0,12.0
BIN_1001,2026-07-17T08:00:00Z,58.6,2.6000000000000085,8,4,1350.0,11.5
BIN_1001,2026-07-17T08:30:00Z,61.2,5.200000000000003,8,4,1380.0,11.0
BIN_1001,2026-07-17T09:00:00Z,61.7,1.0,9,4,1410.0,10.5
BIN_1001,2026-07-17T09:30:00Z,62.4,1.3999999999999915,9,4,1440.0,10.0
BIN_1001,2026-07-17T10:00:00Z,63.3,1.7999999999999972,10,4,1470.0,9.5
BIN_1001,2026-07-17T10:30:00Z,63.7,0.8000000000000114,10,4,1500.0,9.0
BIN_1001,2026-07-17T11:00:00Z,64.0,0.5999999999999943,11,4,1530.0,8.5
BIN_1001,2026-07-17T11:30:00Z,66.7,5.400000000000006,11,4,1560.0,8.0
BIN_1001,2026-07-17T12:00:00Z,68.9,4.400000000000006,12,4,1590.0,7.5
BIN_1001,2026-07-17T12:30:00Z,69.8,1.799999999999983,12,4,1620.0,7.0
BIN_1001,2026-07-17T13:00:00Z,71.3,3.0,13,4,1650.0,6.5
BIN_1001,2026-07-17T13:30:00Z,73.3,4.0,13,4,1680.0,6.0
BIN_1001,2026-07-17T14:00:00Z,74.6,2.5999999999999943,14,4,1710.0,5.5
BIN_1001,2026-07-17T14:30:00Z,76.3,3.4000000000000057,14,4,1740.0,5.0
BIN_1001,2026-07-17T15:00:00Z,78.6,4.599999999999994,15,4,1770.0,4.5
BIN_1001,2026-07-17T15:30:00Z,79.9,2.6000000000000227,15,4,1800.0,4.0
BIN_1001,2026-07-17T16:00:00Z,81.0,2.1999999999999886,16,4,1830.0,3.5
BIN_1001,2026-07-17T16:30:00Z,82.3,2.5999999999999943,16,4,1860.0,3.0
BIN_1001,2026-07-17T17:00:00Z,83.8,3.0,17,4,1890.0,2.5
BIN_1001,2026-07-17T17:30:00Z,85.2,2.8000000000000114,17,4,1920.0,2.0
BIN_1001,2026-07-17T18:00:00Z,86.2,2.0,18,4,1950.0,1.5
BIN_1001,2026-07-17T18:30:00Z,87.1,1.799999999999983,18,4,1980.0,1.0
BIN_1001,2026-07-17T19:00:00Z,88.9,3.6000000000000227,19,4,2010.0,0.5
BIN_1001,2026-07-17T19:30:00Z,90.3,2.799999999999983,19,4,2040.0,0.0
BIN_1001,2026-07-17T20:00:00Z,90.7,0.8000000000000114,20,4,2070.0,0.0
BIN_1001,2026-07-17T20:30:00Z,93.0,4.599999999999994,20,4,2100.0,0.0
BIN_1001,2026-07-17T21:00:00Z,93.4,0.8000000000000114,21,4,2130.0,0.0
BIN_1001,2026-07-17T21:30:00Z,94.1,1.3999999999999773,21,4,2160.0,0.0
BIN_1001,2026-07-17T22:00:00Z,96.0,3.8000000000000114,22,4,2190.0,0.0
BIN_1001,2026-07-17T22:30:00Z,98.0,4.0,22,4,2220.0,0.0
BIN_1001,2026-07-17T23:00:00Z,4.0,-188.0,23,4,0.0,45.5
BIN_1001,2026-07-17T23:30:00Z,4.7,1.4000000000000004,23,4,30.0,45.0
BIN_1001,2026-07-18T00:00:00Z,6.4,3.4000000000000004,0,5,60.0,44.5
BIN_1001,2026-07-18T00:30:00Z,3.2,-6.4,0,5,0.0,44.0
BIN_1001,2026-07-18T01:00:00Z,3.4,0.39999999999999947,1,5,30.0,43.5
BIN_1001,2026-07-18T01:30:00Z,4.5,2.2,1,5,60.0,43.0
BIN_1001,2026-07-18T02:00:00Z,6.2,3.4000000000000004,2,5,90.0,42.5
BIN_1001,2026-07-18T02:30:00Z,7.7,3.0,2,5,120.0,42.0
BIN_1001,2026-07-18T03:00:00Z,7.9,0.40000000000000036,3,5,150.0,41.5
BIN_1001,2026-07-18T03:30:00Z,9.4,3.0,3,5,180.0,41.0
BIN_1001,2026-07-18T04:00:00Z,10.3,1.8000000000000007,4,5,210.0,40.5
BIN_1001,2026-07-18T04:30:00Z,10.9,1.1999999999999993,4,5,240.0,40.0
BIN_1001,2026-07-18T05:00:00Z,11.6,1.3999999999999986,5,5,270.0,39.5
BIN_1001,2026-07-18T05:30:00Z,12.7,2.1999999999999993,5,5,300.0,39.0
BIN_1001,2026-07-18T06:00:00Z,0.7,-24.0,6,5,0.0,38.5
BIN_1001,2026-07-18T06:30:00Z,2.4,3.4,6,5,30.0,38.0
BIN_1001,2026-07-18T07:00:00Z,4.1,3.3999999999999995,7,5,60.0,37.5
BIN_1001,2026-07-18T07:30:00Z,5.5,2.8000000000000007,7,5,90.0,37.0
BIN_1001,2026-07-18T08:00:00Z,6.9,2.8000000000000007,8,5,120.0,36.5
BIN_1001,2026-07-18T08:30:00Z,7.4,1.0,8,5,150.0,36.0
BIN_1001,2026-07-18T09:00:00Z,8.8,2.8000000000000007,9,5,180.0,35.5
BIN_1001,2026-07-18T09:30:00Z,10.0,2.3999999999999986,9,5,210.0,35.0
BIN_1001,2026-07-18T10:00:00Z,12.0,4.0,10,5,240.0,34.5
BIN_1001,2026-07-18T10:30:00Z,12.5,1.0,10,5,270.0,34.0
BIN_1001,2026-07-18T11:00:00Z,14.4,3.8000000000000007,11,5,300.0,33.5
BIN_1001,2026-07-18T11:30:00Z,14.4,0.0,11,5,330.0,33.0
BIN_1001,2026-07-18T12:00:00Z,5.3,-18.200000000000003,12,5,0.0,32.5
BIN_1001,2026-07-18T12:30:00Z,5.0,-0.5999999999999996,12,5,30.0,32.0
BIN_1001,2026-07-18T13:00:00Z,5.5,1.0,13,5,60.0,31.5
BIN_1001,2026-07-18T13:30:00Z,7.2,3.4000000000000004,13,5,90.0,31.0
BIN_1001,2026-07-18T14:00:00Z,10.0,5.6,14,5,120.0,30.5
BIN_1001,2026-07-18T14:30:00Z,10.8,1.6000000000000014,14,5,150.0,30.0
BIN_1001,2026-07-18T15:00:00Z,13.1,4.599999999999998,15,5,180.0,29.5
BIN_1001,2026-07-18T15:30:00Z,13.2,0.1999999999999993,15,5,210.0,29.0
BIN_1001,2026-07-18T16:00:00Z,14.8,3.200000000000003,16,5,240.0,28.5
BIN_1001,2026-07-18T16:30:00Z,15.9,2.1999999999999993,16,5,270.0,28.0
BIN_1001,2026-07-18T17:00:00Z,17.5,3.1999999999999993,17,5,300.0,27.5
BIN_1001,2026-07-18T17:30:00Z,18.9,2.799999999999997,17,5,330.0,27.0
BIN_1001,2026-07-18T18:00:00Z,20.1,2.4000000000000057,18,5,360.0,26.5
BIN_1001,2026-07-18T18:30:00Z,21.7,3.1999999999999957,18,5,390.0,26.0
BIN_1001,2026-07-18T19:00:00Z,22.9,2.3999999999999986,19,5,420.0,25.5
BIN_1001,2026-07-18T19:30:00Z,24.4,3.0,19,5,450.0,25.0
BIN_1001,2026-07-18T20:00:00Z,27.2,5.600000000000001,20,5,480.0,24.5
BIN_1001,2026-07-18T20:30:00Z,28.5,2.6000000000000014,20,5,510.0,24.0
BIN_1001,2026-07-18T21:00:00Z,31.1,5.200000000000003,21,5,540.0,23.5
BIN_1001,2026-07-18T21:30:00Z,32.3,2.3999999999999915,21,5,570.0,23.0
BIN_1001,2026-07-18T22:00:00Z,33.4,2.200000000000003,22,5,600.0,22.5
BIN_1001,2026-07-18T22:30:00Z,35.0,3.200000000000003,22,5,630.0,22.0
BIN_1001,2026-07-18T23:00:00Z,35.6,1.2000000000000028,23,5,660.0,21.5
BIN_1001,2026-07-18T23:30:00Z,36.7,2.200000000000003,23,5,690.0,21.0
BIN_1001,2026-07-19T00:00:00Z,38.5,3.5999999999999943,0,6,720.0,20.5
BIN_1001,2026-07-19T00:30:00Z,40.1,3.200000000000003,0,6,750.0,20.0
BIN_1001,2026-07-19T01:00:00Z,41.5,2.799999999999997,1,6,780.0,19.5
BIN_1001,2026-07-19T01:30:00Z,42.3,1.5999999999999943,1,6,810.0,19.0
BIN_1001,2026-07-19T02:00:00Z,42.9,1.2000000000000028,2,6,840.0,18.5
BIN_1001,2026-07-19T02:30:00Z,44.3,2.799999999999997,2,6,870.0,18.0
BIN_1001,2026-07-19T03:00:00Z,46.2,3.8000000000000114,3,6,900.0,17.5
BIN_1001,2026-07-19T03:30:00Z,47.1,1.7999999999999972,3,6,930.0,17.0
BIN_1001,2026-07-19T04:00:00Z,47.9,1.5999999999999943,4,6,960.0,16.5
BIN_1001,2026-07-19T04:30:00Z,49.0,2.200000000000003,4,6,990.0,16.0
BIN_1001,2026-07-19T05:00:00Z,50.1,2.200000000000003,5,6,1020.0,15.5
BIN_1001,2026-07-19T05:30:00Z,51.2,2.200000000000003,5,6,1050.0,15.0
BIN_1001,2026-07-19T06:00:00Z,52.4,2.3999999999999915,6,6,1080.0,14.5
BIN_1001,2026-07-19T06:30:00Z,52.9,1.0,6,6,1110.0,14.0
BIN_1001,2026-07-19T07:00:00Z,53.8,1.7999999999999972,7,6,1140.0,13.5
BIN_1001,2026-07-19T07:30:00Z,55.5,3.4000000000000057,7,6,1170.0,13.0
BIN_1001,2026-07-19T08:00:00Z,56.4,1.7999999999999972,8,6,1200.0,12.5
BIN_1001,2026-07-19T08:30:00Z,56.7,0.6000000000000085,8,6,1230.0,12.0
BIN_1001,2026-07-19T09:00:00Z,57.7,2.0,9,6,1260.0,11.5
BIN_1001,2026-07-19T09:30:00Z,58.8,2.1999999999999886,9,6,1290.0,11.0
BIN_1001,2026-07-19T10:00:00Z,60.9,4.200000000000003,10,6,1320.0,10.5
BIN_1001,2026-07-19T10:30:00Z,62.4,3.0,10,6,1350.0,10.0
BIN_1001,2026-07-19T11:00:00Z,63.9,3.0,11,6,1380.0,9.5
BIN_1001,2026-07-19T11:30:00Z,64.0,0.20000000000000284,11,6,1410.0,9.0
BIN_1001,2026-07-19T12:00:00Z,65.9,3.8000000000000114,12,6,1440.0,8.5
BIN_1001,2026-07-19T12:30:00Z,67.4,3.0,12,6,1470.0,8.0
BIN_1001,2026-07-19T13:00:00Z,70.1,5.399999999999977,13,6,1500.0,7.5
BIN_1001,2026-07-19T13:30:00Z,71.3,2.4000000000000057,13,6,1530.0,7.0
BIN_1001,2026-07-19T14:00:00Z,72.8,3.0,14,6,1560.0,6.5
BIN_1001,2026-07-19T14:30:00Z,74.0,2.4000000000000057,14,6,1590.0,6.0
BIN_1001,2026-07-19T15:00:00Z,76.2,4.400000000000006,15,6,1620.0,5.5
BIN_1001,2026-07-19T15:30:00Z,76.6,0.799999999999983,15,6,1650.0,5.0
BIN_1001,2026-07-19T16:00:00Z,77.0,0.8000000000000114,16,6,1680.0,4.5
BIN_1001,2026-07-19T16:30:00Z,78.5,3.0,16,6,1710.0,4.0
BIN_1001,2026-07-19T17:00:00Z,80.9,4.800000000000011,17,6,1740.0,3.5
BIN_1001,2026-07-19T17:30:00Z,82.9,4.0,17,6,1770.0,3.0
BIN_1001,2026-07-19T18:00:00Z,84.3,2.799999999999983,18,6,1800.0,2.5
BIN_1001,2026-07-19T18:30:00Z,85.3,2.0,18,6,1830.0,2.0
BIN_1001,2026-07-19T19:00:00Z,86.2,1.8000000000000114,19,6,1860.0,1.5
BIN_1001,2026-07-19T19:30:00Z,88.1,3.799999999999983,19,6,1890.0,1.0
BIN_1001,2026-07-19T20:00:00Z,89.0,1.8000000000000114,20,6,1920.0,0.5
BIN_1001,2026-07-19T20:30:00Z,90.8,3.5999999999999943,20,6,1950.0,0.0
BIN_1001,2026-07-19T21:00:00Z,92.3,3.0,21,6,1980.0,0.0
BIN_1001,2026-07-19T21:30:00Z,93.7,2.8000000000000114,21,6,2010.0,0.0
BIN_1001,2026-07-19T22:00:00Z,94.0,0.5999999999999943,22,6,2040.0,0.0
BIN_1001,2026-07-19T22:30:00Z,95.3,2.5999999999999943,22,6,2070.0,0.0
BIN_1001,2026-07-19T23:00:00Z,96.4,2.200000000000017,23,6,2100.0,0.0
BIN_1001,2026-07-19T23:30:00Z,98.9,5.0,23,6,2130.0,0.0
BIN_1001,2026-07-20T00:00:00Z,99.8,1.799999999999983,0,0,2160.0,0.0
BIN_1001,2026-07-20T00:30:00Z,100.0,0.4000000000000057,0,0,2190.0,0.0
BIN_1001,2026-07-20T01:00:00Z,100.0,0.0,1,0,2220.0,0.0
BIN_1001,2026-07-20T01:30:00Z,100.0,0.0,1,0,2250.0,0.0
BIN_1001,2026-07-20T02:00:00Z,100.0,0.0,2,0,2280.0,0.0
BIN_1001,2026-07-20T02:30:00Z,100.0,0.0,2,0,2310.0,0.0
BIN_1001,2026-07-20T03:00:00Z,100.0,0.0,3,0,2340.0,0.0
BIN_1001,2026-07-20T03:30:00Z,100.0,0.0,3,0,2370.0,0.0
BIN_1001,2026-07-20T04:00:00Z,100.0,0.0,4,0,2400.0,0.0
BIN_1001,2026-07-20T04:30:00Z,100.0,0.0,4,0,2430.0,0.0
BIN_1001,2026-07-20T05:00:00Z,100.0,0.0,5,0,2460.0,0.0
BIN_1001,2026-07-20T05:30:00Z,100.0,0.0,5,0,2490.0,0.0
BIN_1001,2026-07-20T06:00:00Z,100.0,0.0,6,0,2520.0,0.0
BIN_1001,2026-07-20T06:30:00Z,100.0,0.0,6,0,2550.0,0.0
BIN_1001,2026-07-20T07:00:00Z,100.0,0.0,7,0,2580.0,0.0
